Anon Student Id,Session Id,Time,KC_Model(MATHia),Level (Section),Problem Name,Step Name,Attempt At Step,Help Level,Selection,Action,Input,Outcome,CF (Rule Id),CF (Semantic Event ID),CF (Etalon),CF (Skill Previous p-Known),CF (Skill New p-Known),CF (Module),CF (Workspace Encounter),CF (Workspace Variant),CF (Workspace Progress Status),CF (Skill Opportunity),cf_school_id,cf_class_id,"Selection <- ifelse(Action == ""Done Button"", ""Done Button"", NA)",Time_Diff_Minutes,Idle,Monitor,Working,Struggle,Hint Abuse,Attempt_Count,Time,Detector_Name,Value
s6,-yqpoow1j4_rikmk0bil1pmzgpy:1670507333394,2022-12-08 13:55:57,calculate non-zero digit of quotient.,decimal_ops_whole_number_and_decimal_quotients,decimal_ops_algorithm_divide_whole-072,gn-quotient-digit-2,1,0,,Attempt,"{value=0, escape-in-messages=false}",ERROR," Hints & JITs, This quotient digit is bound",27a5e67d-79e4-4269-951d-2613a040dba7,{value=5},0.831173194587351,0.669475697070291,composing_and_decomposing_mb_c1,0,empty-variant,GRADUATED,6.0,sch5,c13,,0.03333333333333333,False,False,True,False,False,0.0,2022-12-08T13:55:57.000Z,critical_struggle,"0, > 0 s,"
s6,-yqpoow1j4_rikmk0bil1pmzgpy:1670507333394,2022-12-08 13:56:17,calculate product within division problem.,decimal_ops_whole_number_and_decimal_quotients,decimal_ops_algorithm_divide_whole-072,gn-product-2,1,0,,Attempt,"{value=0, escape-in-messages=false}",ERROR, Hints,84b56fae-c042-4e6a-bcb1-2b2d21f18163,{value=10},0.831173194587351,0.669475697070291,composing_and_decomposing_mb_c1,0,empty-variant,GRADUATED,6.0,sch5,c13,,0.1,False,False,True,False,False,0.0,2022-12-08T13:56:17.000Z,critical_struggle,"0, > 0 s,"
s6,-yqpoow1j4_rikmk0bil1pmzgpy:1670507333394,2022-12-08 13:56:25,calculate difference within division problem.,decimal_ops_whole_number_and_decimal_quotients,decimal_ops_algorithm_divide_whole-072,gn-difference-digit-2-0,1,0,,Attempt,"{value=0, escape-in-messages=false}",OK,,40d16e66-3bc3-4a15-8a74-8fe0554ded22,{value=0},0.997372008177305,0.999358018566309,composing_and_decomposing_mb_c1,0,empty-variant,GRADUATED,6.0,sch5,c13,,0.03333333333333333,False,False,True,False,False,0.0,2022-12-08T13:56:25.000Z,critical_struggle,"0, > 0 s,"
s6,-yqpoow1j4_rikmk0bil1pmzgpy:1670507333394,2022-12-08 13:56:31,enter final answer.,decimal_ops_whole_number_and_decimal_quotients,decimal_ops_algorithm_divide_whole-072,gn-final-answer,1,0,,Attempt,"{value=345, escape-in-messages=false}",OK,,451a7182-1e57-4952-be7d-70e580f59411,{value=345},0.55874399033186,0.844421295197374,composing_and_decomposing_mb_c1,0,empty-variant,GRADUATED,2.0,sch5,c13,,0.1,False,False,True,False,False,0.0,2022-12-08T13:56:31.000Z,critical_struggle,"0, > 0 s,"
s29,6_dsidrjl8yuaq3z9avggn0mzhy:1683907691225,2023-05-12 16:32:07,determine category with min or max total value in relative frequency distribution,categorical_tables_relative_frequency_analysis_intro,categorical_tables_relative_frequency_analysis-002,q-1-string-gn,1,0,,Attempt,{value=25-50},OK,,2f6e766e-8312-47ab-8452-5085fe3231c2,{value=25-50},0.999998957607574,0.999999799549201,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,9.0,sch2,c6,,,False,False,False,False,False,0.0,2023-05-12T16:32:07.000Z,critical_struggle,"0, > 0 s,"
s29,6_dsidrjl8yuaq3z9avggn0mzhy:1683907691225,2023-05-12 16:32:13,determine value of total category in relative frequency distribution,categorical_tables_relative_frequency_analysis_intro,categorical_tables_relative_frequency_analysis-002,q-2-numeric-gn,1,0,,Attempt,"{value=25.68, escape-in-messages=false}",OK,,ea58c058-a7e4-4e80-9283-a5b37dfb4dd9,{value=25.68},0.999602306743352,0.999970346615577,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,6.0,sch2,c6,,0.1,False,False,False,False,False,0.0,2023-05-12T16:32:13.000Z,critical_struggle,"0, > 0 s,"
s29,6_dsidrjl8yuaq3z9avggn0mzhy:1683907691225,2023-05-12 16:32:18,determine category with min or max non-total value in relative frequency distribution,categorical_tables_relative_frequency_analysis_intro,categorical_tables_relative_frequency_analysis-002,q-3-string-gn,1,0,,Attempt,{value=Less Than 25},OK,,b699efe3-582f-4f68-80ca-adcf6d6eec57,{value=Less Than 25},0.999999999997994,0.999999999999614,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,25.0,sch2,c6,,0.08333333333333333,False,False,False,False,False,0.0,2023-05-12T16:32:18.000Z,critical_struggle,"0, > 0 s,"
s29,6_dsidrjl8yuaq3z9avggn0mzhy:1683907691225,2023-05-12 16:32:26,determine category with min or max non-total value in relative frequency distribution,categorical_tables_relative_frequency_analysis_intro,categorical_tables_relative_frequency_analysis-002,q-4-string-gn,1,0,,Attempt,{value=Over 50},OK,,df2d9e4e-95d8-41de-ba65-aa1ec5adb362,{value=Over 50},0.999999999999614,0.999999999999926,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,26.0,sch2,c6,,0.13333333333333333,False,False,False,False,False,0.0,2023-05-12T16:32:26.000Z,critical_struggle,"0, > 0 s,"
s29,6_dsidrjl8yuaq3z9avggn0mzhy:1683907691225,2023-05-12 16:32:51,compare maximum values in relative frequency distribution,categorical_tables_relative_frequency_analysis_intro,categorical_tables_relative_frequency_analysis-002,q-5-comparison-gn,1,0,,Attempt,{value=true},ERROR," Hints, _relative-analysis problem, categories are NOT the same",575fec62-2e1c-4e65-b282-a8537d61f3c4,{value=false},0.87328293078721,0.732729716415432,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,11.0,sch2,c6,,0.4166666666666667,False,False,False,False,False,0.0,2023-05-12T16:32:51.000Z,critical_struggle,"0, > 0 s,"
s117,6iphhbzzwbr9lwaoiwyhbyji7nk:1677777259663,2023-03-02 17:17:11,match _dep expression with description.,analyzing_models_1step,analyzing_models_1step-002,gn-classify-item-3,1,0,,Attempt,{value=role-1},JIT,Match anything,a99b69b7-5e89-4432-b2f1-e1a874e7326d,{value=role-2},0.96530727512592,0.91194322013774,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,9.0,sch2,c6,,,False,False,False,False,False,0.0,2023-03-02T17:17:11.000Z,critical_struggle,"0, > 0 s,"
s117,6iphhbzzwbr9lwaoiwyhbyji7nk:1677777259663,2023-03-02 17:17:19,interpret scenario with numbers,analyzing_models_1step,analyzing_models_1step-002,gn-classify-item-2,1,0,,Attempt,{value=role-1},OK,,11bdd4e0-e0cd-4b92-a385-f37c256546c3,{value=role-1},0.483786733613467,0.879801408356491,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,3.0,sch2,c6,,0.0,False,False,False,False,False,0.0,2023-03-02T17:17:19.000Z,critical_struggle,"0, > 0 s,"
s117,6iphhbzzwbr9lwaoiwyhbyji7nk:1677777259663,2023-03-02 17:17:21,match _indep expression with description.,analyzing_models_1step,analyzing_models_1step-002,gn-classify-item-4,1,0,,Attempt,{value=role-3},OK,,6ce07519-b656-4677-9176-a4f55e8faa0a,{value=role-3},0.989302934422203,0.997372008177305,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,5.0,sch2,c6,,0.03333333333333333,False,False,False,False,False,0.0,2023-03-02T17:17:21.000Z,critical_struggle,"0, > 0 s,"
s117,6iphhbzzwbr9lwaoiwyhbyji7nk:1677777259663,2023-03-02 17:17:26,match _dep expression with description.,analyzing_models_1step,analyzing_models_1step-002,gn-classify-item-1,1,0,,Attempt,{value=role-2},OK,,3baa86a0-c128-4056-bdb9-10d1c71d765d,{value=role-2},0.91194322013774,0.977120261675454,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,10.0,sch2,c6,,0.08333333333333333,False,False,False,False,False,0.0,2023-03-02T17:17:26.000Z,critical_struggle,"0, > 0 s,"
s184,_anoxmqsod4yry5nh7bku2rfdy4:1685087952140,2023-05-26 08:03:25,determine-cannot-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-021,gn-determine-calculability-0,1,0,,Attempt,{value=_cannot},OK,,15a1be5b-697a-4136-a8a9-b166e89863c1,{value=_cannot},0.201,0.55874399033186,describing_variability_of_quantities,0,empty-variant,PROMOTED,1.0,sch10,c8,,,False,False,False,False,False,0.0,2023-05-26T08:03:25.000Z,critical_struggle,"0, > 0 s,"
s184,_anoxmqsod4yry5nh7bku2rfdy4:1685087952140,2023-05-26 08:03:28,determine-can-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-021,gn-determine-calculability-1,1,0,,Attempt,{value=_can},OK,,70eb27cf-47e4-42b6-948f-7e5125c7e2e7,{value=_can},0.632,0.902456718090267,describing_variability_of_quantities,0,empty-variant,PROMOTED,1.0,sch10,c8,,0.05,False,False,False,False,False,0.0,2023-05-26T08:03:28.000Z,critical_struggle,"0, > 0 s,"
s184,_anoxmqsod4yry5nh7bku2rfdy4:1685087952140,2023-05-26 08:03:33,,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-021,gn-determine-calculability-2,0,2,,Hint Request,,INITIAL_HINT,Those numbers are the same as the Q1 and Q3 values,a1713181-3978-43ef-a1df-798a1af8a181,{value=_can},,,describing_variability_of_quantities,0,empty-variant,PROMOTED,,sch10,c8,,0.0,False,False,False,False,False,0.0,2023-05-26T08:03:33.000Z,critical_struggle,"0, > 0 s,"
s184,_anoxmqsod4yry5nh7bku2rfdy4:1685087952140,2023-05-26 08:06:44,,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-021,gn-enter-percent-2,0,2,,Hint Level Change,,HINT_LEVEL_CHANGE,,8a6c5b29-c515-44a0-aa08-794e92c92690,,,,describing_variability_of_quantities,0,empty-variant,PROMOTED,,sch10,c8,,0.0,False,True,False,False,False,0.0,2023-05-26T08:06:44.000Z,critical_struggle,"0, > 0 s,"
s184,_anoxmqsod4yry5nh7bku2rfdy4:1685087952140,2023-05-26 08:06:54,enter-percent-between-quartiles,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-021,gn-enter-percent-2,0,2,,Hint Request,,INITIAL_HINT,Those numbers are the same as the Q1 and Q3 values,a8e112ac-4b24-4397-99e7-3c6b52f2d004,{value=50},0.201,0.245897541849029,describing_variability_of_quantities,0,empty-variant,PROMOTED,3.0,sch10,c8,,0.16666666666666666,False,True,False,False,False,0.0,2023-05-26T08:06:54.000Z,critical_struggle,"0, > 0 s,"
s184,_anoxmqsod4yry5nh7bku2rfdy4:1685087952140,2023-05-26 08:07:13,enter-percent-relative-quartile,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-021,gn-enter-percent-1,1,0,,Attempt,"{value=10, escape-in-messages=false}",ERROR," Hints, there's just one number here, this is a percent question, this is a can question, this is a q1 question",07de0c73-6c17-455e-9407-59703be77723,{value=75},0.632,0.465745025763745,describing_variability_of_quantities,0,empty-variant,PROMOTED,1.0,sch10,c8,,0.18333333333333332,False,True,False,False,False,0.0,2023-05-26T08:07:13.000Z,critical_struggle,"0, > 0 s,"
s184,g9lielicmlea4kubp79uq2lvktw:1685364292025,2023-05-29 12:55:56,determine-can-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-037,gn-determine-calculability-0,1,0,,Attempt,{value=_can},OK,,366e9542-ef10-413e-a610-8d5efd992eae,{value=_can},0.999999928330232,0.999999986218,describing_variability_of_quantities,0,empty-variant,PROMOTED,19.0,sch10,c8,,,False,False,False,False,False,0.0,2023-05-29T12:55:56.000Z,critical_struggle,"0, > 0 s,"
s184,g9lielicmlea4kubp79uq2lvktw:1685364292025,2023-05-29 12:55:59,determine-can-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-037,gn-determine-calculability-1,1,0,,Attempt,{value=_can},OK,,f434173d-9a8a-4a97-a1f6-d53f2a02ce98,{value=_can},0.999999986218,0.99999999734974,describing_variability_of_quantities,0,empty-variant,PROMOTED,20.0,sch10,c8,,0.05,False,False,False,False,False,0.0,2023-05-29T12:55:59.000Z,critical_struggle,"0, > 0 s,"
s184,g9lielicmlea4kubp79uq2lvktw:1685364292025,2023-05-29 12:56:01,,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-037,gn-determine-calculability-2,0,2,,Hint Request,,INITIAL_HINT,That numbers is the same as the Q3 value,432f98ea-d929-4d24-b62e-c105813dcbcf,{value=_can},,,describing_variability_of_quantities,0,empty-variant,PROMOTED,,sch10,c8,,0.0,False,False,False,False,False,0.0,2023-05-29T12:56:01.000Z,critical_struggle,"0, > 0 s,"
s184,g9lielicmlea4kubp79uq2lvktw:1685364292025,2023-05-29 12:56:07,enter-percent-relative-quartile,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-037,gn-enter-percent-2,1,0,,Attempt,"{value=75, escape-in-messages=false}",JIT,Student enters the complement,4f28b242-e0fb-41e0-81f7-c4a4a9c9d735,{value=25},0.672892613605352,0.495130244591233,describing_variability_of_quantities,0,empty-variant,PROMOTED,9.0,sch10,c8,,0.08333333333333333,False,False,False,False,False,0.0,2023-05-29T12:56:07.000Z,critical_struggle,"0, > 0 s,"
s184,g9lielicmlea4kubp79uq2lvktw:1685364292025,2023-05-29 12:56:21,enter-percent-between-quartiles,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-037,gn-enter-percent-0,1,0,,Attempt,"{value=25, escape-in-messages=false}",OK,,62620a08-dccf-4f5c-9393-6a9fb05c089d,{value=25},0.63479239354025,0.880425192533019,describing_variability_of_quantities,0,empty-variant,PROMOTED,8.0,sch10,c8,,0.18333333333333332,False,False,False,False,False,0.0,2023-05-29T12:56:21.000Z,critical_struggle,"0, > 0 s,"
s184,g9lielicmlea4kubp79uq2lvktw:1685364292025,2023-05-29 12:56:36,enter-percent-between-quartiles,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-037,gn-enter-percent-1,1,0,,Attempt,"{value=75, escape-in-messages=false}",JIT,Student enters 25 or 75,544e930c-cf3e-4f3d-9a02-ee1188d64450,{value=50},0.880425192533019,0.744441679840432,describing_variability_of_quantities,0,empty-variant,PROMOTED,9.0,sch10,c8,,0.25,False,False,False,False,False,0.0,2023-05-29T12:56:36.000Z,critical_struggle,"0, > 0 s,"
s231,_hysgnt1_h6g7lmhdximfeqt2_w:1676343043203,2023-02-14 03:12:43,determine-can-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-046,gn-determine-calculability-0,1,0,,Attempt,{value=_can},OK,,532bd852-9dd5-424c-ac9b-2adc9d2ad382,{value=_can},0.998583818377861,0.999727382202015,describing_variability_of_quantities_67acc,0,empty-variant,PROMOTED,8.0,sch4,c9,,,False,False,False,False,False,0.0,2023-02-14T03:12:43.000Z,critical_struggle,"0, > 0 s,"
s231,_hysgnt1_h6g7lmhdximfeqt2_w:1676343043203,2023-02-14 03:12:47,enter-percent-relative-median,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-046,gn-enter-percent-0,1,0,,Attempt,"{value=50, escape-in-messages=false}",OK,,c1962a83-bc43-4ba0-a32c-02117c7f339a,{value=50},0.339326376701904,0.749491743197618,describing_variability_of_quantities_67acc,0,empty-variant,PROMOTED,5.0,sch4,c9,,0.06666666666666667,False,False,False,False,False,0.0,2023-02-14T03:12:47.000Z,critical_struggle,"0, > 0 s,"
s231,_hysgnt1_h6g7lmhdximfeqt2_w:1676343043203,2023-02-14 03:12:51,determine-can-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-046,gn-determine-calculability-1,1,0,,Attempt,{value=_can},OK,,327b3045-aebd-4a77-aa4c-566ee98962f7,{value=_can},0.999727382202015,0.999947565305641,describing_variability_of_quantities_67acc,0,empty-variant,PROMOTED,9.0,sch4,c9,,0.06666666666666667,False,False,False,False,False,0.0,2023-02-14T03:12:51.000Z,critical_struggle,"0, > 0 s,"
s231,_hysgnt1_h6g7lmhdximfeqt2_w:1676343043203,2023-02-14 03:12:55,enter-percent-between-quartiles,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-046,gn-enter-percent-1,1,0,,Attempt,"{value=25, escape-in-messages=false}",OK,,4d7681bc-188f-4a16-904e-b745fb0987be,{value=25},0.261003429961673,0.627285520212689,describing_variability_of_quantities_67acc,0,empty-variant,PROMOTED,3.0,sch4,c9,,0.06666666666666667,False,False,False,False,False,0.0,2023-02-14T03:12:55.000Z,critical_struggle,"0, > 0 s,"
s231,_hysgnt1_h6g7lmhdximfeqt2_w:1676343043203,2023-02-14 03:12:58,determine-can-calculate,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-046,gn-determine-calculability-2,1,0,,Attempt,{value=_can},OK,,90a67bf8-ef93-45f5-b7ff-c416e89a2ed7,{value=_can},0.999947565305641,0.999989916485332,describing_variability_of_quantities_67acc,0,empty-variant,PROMOTED,10.0,sch4,c9,,0.05,False,False,False,False,False,0.0,2023-02-14T03:12:58.000Z,critical_struggle,"0, > 0 s,"
s231,_hysgnt1_h6g7lmhdximfeqt2_w:1676343043203,2023-02-14 03:13:00,enter-percent-relative-quartile,data_displays_interpreting_box_plots,data_displays_interpreting_box_plots-046,gn-enter-percent-2,1,0,,Attempt,"{value=25, escape-in-messages=false}",JIT,Student enters the complement,9ea1b37d-3bd3-4569-875c-85c4457d5d36,{value=75},0.375224974544668,0.339326376701904,describing_variability_of_quantities_67acc,0,empty-variant,PROMOTED,5.0,sch4,c9,,0.03333333333333333,False,False,False,False,False,0.0,2023-02-14T03:13:00.000Z,critical_struggle,"0, > 0 s,"
s5,_vxwuih-tehbhos_uaccz_1icq4:1677511298615,2023-02-27 15:33:47,match _dep expression with description.,analyzing_models_1step,analyzing_models_1step-091,gn-classify-item-1,1,0,,Attempt,{value=role-3},OK,,3c711769-94a6-45eb-9c3f-df37142ea06f,{value=role-3},0.999999999999996,0.999999999999999,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,27.0,sch2,c5,,,False,False,False,False,False,0.0,2023-02-27T15:33:47.000Z,critical_struggle,"0, > 0 s,"
s5,_vxwuih-tehbhos_uaccz_1icq4:1677511298615,2023-02-27 15:33:54,match _indep expression with description.,analyzing_models_1step,analyzing_models_1step-091,gn-classify-item-3,1,0,,Attempt,{value=role-2},JIT,Match anything,3d63e9e6-60c9-4206-b1ba-8e379a3956c5,{value=role-1},0.999998888098776,0.999996943411349,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,14.0,sch2,c5,,0.11666666666666667,False,False,False,False,False,0.0,2023-02-27T15:33:54.000Z,critical_struggle,"0, > 0 s,"
s5,_vxwuih-tehbhos_uaccz_1icq4:1677511298615,2023-02-27 15:34:00,match _slope expression with description.,analyzing_models_1step,analyzing_models_1step-091,gn-classify-item-4,1,0,,Attempt,{value=role-2},OK,,0f381382-d80a-4b0d-80bb-9441b7483d77,{value=role-2},0.902854100508337,0.974586601491703,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,5.0,sch2,c5,,0.0,False,False,False,False,False,0.0,2023-02-27T15:34:00.000Z,critical_struggle,"0, > 0 s,"
s5,_vxwuih-tehbhos_uaccz_1icq4:1677511298615,2023-02-27 15:34:01,match _dep expression with description.,analyzing_models_1step,analyzing_models_1step-091,gn-classify-item-2,1,0,,Attempt,{value=role-3},OK,,090cf3ce-1f39-4b34-bebc-19ff61b574d0,{value=role-3},0.999999999999999,1.0,developing_function_foundations_with_readiness,0,empty-variant,GRADUATED,28.0,sch2,c5,,0.016666666666666666,False,False,False,False,False,0.0,2023-02-27T15:34:01.000Z,critical_struggle,"0, > 0 s,"
s8,usxa8rfjkajqkfgf4f-fkv5pxim:1680720183311,2023-04-05 18:46:36,match _dep expression with description.,analyzing_models_1step,analyzing_models_1step-090,gn-classify-item-2,1,0,,Attempt,{value=role-1},OK,,963c09b9-193b-4452-a2d0-454d30296fde,{value=role-1},0.837982763061627,0.95544900973902,determining_unknown_quantities_mb_c1,0,empty-variant,GRADUATED,7.0,sch4,c12,,,False,False,False,False,False,0.0,2023-04-05T18:46:36.000Z,critical_struggle,"0, > 0 s,"
s8,usxa8rfjkajqkfgf4f-fkv5pxim:1680720183311,2023-04-05 18:46:44,match _dep expression with description.,analyzing_models_1step,analyzing_models_1step-090,gn-classify-item-4,1,0,,Attempt,{value=role-1},OK,,990ef57b-0b0d-437d-93d7-b568184d1d04,{value=role-1},0.95544900973902,0.988787662651185,determining_unknown_quantities_mb_c1,0,empty-variant,GRADUATED,8.0,sch4,c12,,0.13333333333333333,False,False,False,False,False,0.0,2023-04-05T18:46:44.000Z,critical_struggle,"0, > 0 s,"
s8,usxa8rfjkajqkfgf4f-fkv5pxim:1680720183311,2023-04-05 18:46:54,interpret scenario with words,analyzing_models_1step,analyzing_models_1step-090,gn-classify-item-3,1,0,,Attempt,{value=role-2},OK,,cd483565-2e3c-4905-9a76-8364402c1e5e,{value=role-2},0.907,0.978583232573127,determining_unknown_quantities_mb_c1,0,empty-variant,GRADUATED,1.0,sch4,c12,,0.0,False,False,False,False,False,0.0,2023-04-05T18:46:54.000Z,critical_struggle,"0, > 0 s,"
